sra_short_id, sra_long_id
ERR6044232
SRR11029637
SRR9985605
ERR5443097
SRR21277656
ERR1102591
SRR10727869
ERR2514184
SRR12472857
ERR8975069
SRR21951965
SRR13779464
SRR7850140
SRR8389578
ERR4879840
ERR3285302
ERR4624824
SRR7406264
ERR3566766
ERR1195628
SRR10832056
SRR5385749
SRR12845429
ERR2512571
SRR5632987
SRR17839079
SRR6321380
ERR9786618
SRR6061368
SRR5713967
SRR5441841
SRR15723089
ERR6196193
ERR4014495
ERR4797468
SRR6743070
SRR7517691
SRR5739102
ERR5751906
SRR18211992
SRR15241713
SRR12233381
SRR16776933
SRR6283567
SRR5650585
SRR5481530
SRR6197726
SRR8588872
SRR7875303
SRR9962195
SRR1691185
SRR7783853
SRR10689389
SRR5447711
SRR5649836
SRR17721448
SRR19734713
SRR5494506
SRR11447671
SRR6170474
ERR720260
SRR6217969
SRR20032618
SRR15049744
SRR7516272
SRR11174150
SRR13588126
ERR3564844
ERR5903304
SRR14131156
SRR5193793
SRR15713768
SRR5260022
SRR19619747
SRR21290859
SRR3187248
SRR11910141
SRR8126508
SRR21589254
ERR6087680
SRR11931329
SRR18166157
SRR12437194
SRR10041595
SRR8722674
SRR8130697
SRR5905012
SRR13350064
SRR11285733
SRR7591602
ERR2214269
SRR5805875
SRR3103504
SRR13984886
ERR3053705
ERR1619749
SRR16617710
SRR11658554
SRR6437555
ERR2818170
ERR4172821
ERR2796959
ERR1734318
ERR4998142
SRR8888223
SRR7121422
SRR1805590
SRR8756751
SRR9852771
SRR10442124
SRR20081717
SRR15100523
ERR2261565
ERR4224472
SRR3996656
SRR18932391
ERR4818938
SRR15460712
SRR6724110
ERR5270637
SRR18577966
ERR3564817
SRR7286537
SRR5914248
SRR14306757
SRR8839862
SRR8170900
ERR978795
ERR2779015
ERR2986695
SRR7278535
SRR10850598
ERR2600465
SRR8293799
SRR13685879
ERR4808926
SRR11412212
SRR8435007
SRR8199250
SRR9312897
SRR5815863
ERR4879519
SRR7155946
ERR4816034
ERR4813815
ERR4399143
ERR2778443
SRR18932463
SRR8810252
SRR13861314
ERR5936117
SRR554110
SRR10429346
SRR13284753
SRR1506599
SRR10946723
SRR5253021
SRR10580007
SRR11903834
ERR5863569
ERR2014083
SRR7223075
SRR8785346
SRR11789529
SRR11662595
SRR7073266
SRR5382685
SRR1973651
SRR11658084
SRR18997284
ERR3509609
SRR7183460
SRR6030806
SRR7698046
SRR12517492
SRR7190406
SRR2939336
SRR3662188
SRR17562894
SRR12396403
SRR1968323
SRR3390784
SRR13023630
ERR10172630
SRR15186168
SRR5888479
SRR1999830
SRR5585102
SRR5829867
ERR6185919
SRR21130458
SRR18339545
SRR15250384
SRR6955948
SRR4418335
SRR20032375
ERR4014387
SRR10869079
ERR4920862
ERR3146109
SRR12286428
SRR11461654
SRR9275201
SRR10435120
SRR11078005
SRR6029834
SRR10687779
SRR8643169
SRR7439537
ERR1759163
SRR5238322
SRR10808994
SRR10664028
SRR8833656
SRR5215707
SRR15510617
SRR5415291
ERR9786765
SRR5341469
ERR4828076
SRR13605058
SRR18579098
SRR14673360
SRR1791671
SRR4734612
SRR21201217
SRR8696765
SRR11268251
SRR12377463
ERR4796551
ERR1019575
SRR14889604
SRR21727806
SRR7958769
SRR11455391
SRR9075609
SRR14143012
ERR6415254
SRR13428570
SRR8349438
ERR4400345
ERR9696516
SRR6242084
SRR14862526
SRR7283392
SRR6371380
SRR1702289
ERR9829160
SRR13871129
SRR8793641
ERR8058728
SRR19658598
ERR5987182
SRR2005737
SRR8468818
SRR16904853
SRR10168034
SRR18693109
SRR8095864
SRR2533494
SRR6293180
SRR8650485
SRR14857154
ERR3531332
SRR6427416
SRR1314299
SRR16608769
SRR11457167
SRR18649440
SRR7283091
SRR19573469
ERR6753030
SRR9320350
SRR12301989
SRR4429374
SRR8902854
SRR10100557
SRR8924141
ERR1618823
SRR18901757
SRR12199426
SRR5192679
SRR8307525
SRR12267783
SRR16325203
SRR6350957
SRR16492559
SRR21658572
SRR10611066
SRR10878833
SRR6456015
ERR4829598
ERR5985363
SRR4033717
SRR7627638
SRR3952313
SRR8568773
ERR5703405
SRR10149051
SRR10693811
SRR13616352
SRR15184576
SRR1792132
ERR4797884
SRR1966053
SRR17304290
SRR5193462
SRR2015804
SRR9962337
SRR10808316
ERR7219812
ERR4796789
SRR12822269
SRR18912557
SRR8722451
SRR6326221
SRR7514608
SRR5196062
SRR9842254
SRR21143475
SRR8365010
SRR10379880
SRR5655454
SRR12781931
SRR11910384
SRR21796741
SRR13370991
ERR4872350
SRR19169368
SRR5099896
SRR14253801
SRR9105598
SRR5024260
SRR20877246
SRR3437696
SRR10049905
SRR10673219
SRR6849199
ERR1913944
SRR19084321
SRR7828535
SRR1791808
SRR1920218
ERR1592604
SRR8606662
SRR10805079
SRR7192421
SRR13228380
ERR4399751
SRR7653538
SRR2913539
ERR3437723
SRR7911451
SRR11144653
SRR2015926
ERR7197879
SRR17965087
SRR7881652
SRR646563
ERR5758349
SRR15460376
SRR10537519
SRR11152691
SRR7093024
SRR8244451
SRR18977266
SRR21734272
SRR10914707
ERR1055250
SRR8074843
SRR6300176
SRR12403740
SRR11698219
SRR8144798
ERR593934
SRR17218260
SRR18978088
SRR8763111
ERR3416164
SRR8270635
SRR8885722
SRR5037716
SRR20032745
SRR11724348
SRR12495233
ERR3287768
SRR9118381
SRR7620577
SRR8871948
ERR3549499
SRR3996630
ERR4820175
SRR6291082
SRR2913170
SRR3665128
SRR12952364
SRR6918555
ERR552054
SRR7240458
SRR5221603
SRR13984289
ERR3905878
SRR9075518
SRR15240029
ERR2382760
SRR19888067
SRR1522585
SRR12319448
SRR7283190
SRR2000396
SRR11455033
SRR18319355
SRR6897888
ERR4400399
SRR9997541
SRR1981095
SRR7839671
ERR5751510
SRR11833535
SRR11280955
ERR2847680
ERR9301348
ERR3219069
SRR10233809
SRR7503516
SRR2025320
SRR1967254
SRR7958722
SRR5920941
SRR6373519
SRR17276789
SRR21866137
SRR4048258
SRR9992540
SRR18997411
SRR3750161
SRR2070049
SRR11698643
SRR4140123
SRR5054224
