sra_short_id,sra_long_id
SRR32600069,SRR32600066
SRR32600072,SRR32600070
SRR29656294,SRR29656295
SRR29656296,SRR29656297
SRR29656298,SRR29656299
SRR18925654,SRR18925653
SRR12917028,SRR12917038
SRR12917029,SRR12917039
SRR12917032,SRR12917043
SRR12917033,SRR12917044
SRR12917034,SRR12917045
SRR12917049,SRR12917036
SRR12917050,SRR12917037
SRR28272156,SRR28272155
