IS_Name	IS_Family	IS_Group
ISTisp1	IS1595	IS1595
ISTki1	IS30	IS30
ISTko1	IS607	IS607
ISTko2	IS607	IS607
ISTli1	IS982	IS982
ISTma1	IS200/IS605	IS1341
ISTme1	IS1595	ISPna2
ISTne1	IS1595	IS1016
ISTni1	ISKra4	ISKra4
ISTni2	IS481	IS481
ISTni3	IS1595	IS1595
ISTni4	ISNCY	ISDol1
ISTosp1	IS200/IS605	IS1341
ISTph1	ISLre2	ISLre2
ISTps1	IS6	IS6
ISTps2	IS1380	IS1380
ISTro1	IS1380	IS1380
ISTsi1	IS607	IS607
ISTsi3	IS200/IS605	IS605
ISTsp1	IS6	IS6
ISTsu1	IS256	IS256
ISTsu2	IS1182	IS1182
ISTsu3	IS1182	IS1182
ISTte1	IS1182	IS1182
ISTte3	ISLre2	ISLre2
ISTth1	IS3	IS150
ISTth2	IS4	IS10
ISTth3	IS1634	IS1634
ISTth4	IS256	IS256
ISTth5	IS256	IS256
ISTth6	IS630	IS630
ISTth7	IS5	IS5
ISTth8	IS701	IS701
ISTusp1	IS1595	ISPna2
ISTvi1	ISKra4	ISKra4
ISTvi2	IS1182	IS1182
ISTvo1	IS607	IS607
ISTvo2	ISNCY	ISA1214
ISTvo3	IS481	IS481
ISTvo4	IS1634	IS1634
ISTvo5	IS200/IS605	IS605
ISTwi1	IS256	IS256
ISTxy1	ISLre2	ISLre2
ISUnb1	IS1595	ISSod11
ISUnb2	IS1595	ISSod11
ISUnb3	IS1595	ISSod11
ISUnb4	IS1595	IS1595
ISUnCu1	IS110	IS1111
ISUnCu10	IS5	IS5
ISUnCu11	ISAs1	ISAs1
ISUnCu12	IS1380	IS1380
ISUnCu14	IS66	IS66
ISUnCu15	IS5	IS903
ISUnCu16	IS66	ISBst12
ISUnCu17	IS1182	IS1182
ISUnCu18	ISKra4	ISAzba1
ISUnCu19	ISKra4	ISAzba1
ISUnCu2	IS5	IS5
ISUnCu20	ISKra4	ISKra4
ISUnCu23	IS1595	ISPna2
ISUnCu3	IS21	IS21
ISUnCu4	IS30	IS30
ISUnCu6	IS4	ISPepr1
ISUnCu7	ISKra4	ISAzba1
ISUnCu8	IS4	IS50
ISUnCu9	IS4	IS50
ISV-M52	IS5	IS903
ISVa1	IS5	IS903
ISVa10	ISL3	ISL3
ISVa11	IS66	IS66
ISVa12	IS66	IS66
ISVa13	ISAs1	ISAs1
ISVa14	IS4	ISH8
ISVa15	IS630	IS630
ISVa16	IS4	IS4
ISVa17	IS1634	IS1634
ISVa19	IS256	IS256
ISVa2	IS5	IS903
ISVa20	IS66	IS66
ISVa3	IS91	IS91
ISVa4	IS3	IS3
ISVa5	IS66	IS66
ISVa6	IS30	IS30
ISVa7	ISL3	ISL3
ISVa8	IS66	ISBst12
ISVa9	IS66	IS66
ISVal1	IS5	IS903
ISVal2	IS3	IS3
ISVal3	IS1595	ISPna2
ISVapa1	IS1595	ISSod11
ISVapa2	IS21	IS21
ISVapa3	IS21	IS21
ISVapa4	IS21	IS21
ISvAR158_1	IS607	IS607
ISVasp1	IS21	IS21
ISVasp2	IS1595	IS1595
ISVasp3	IS1595	ISSod11
ISVasp4	IS1595	ISSod11
ISVasp5	IS1595	ISSod11
ISVat1	IS256	IS1249
ISVat2	IS256	IS1249
ISVba1	ISAs1	ISAs1
ISVba2	IS5	IS903
ISVbsp1	IS4	IS4
ISVbsp2	IS5	IS5
ISVbsp3	IS5	IS903
ISVbsp4	ISNCY	IS1202
ISVch1	IS481	IS481
ISVch3	IS21	IS21
ISVch4	IS3	IS3
ISVch5	IS5	IS5
ISVch6	IS630	IS630
ISVch7	IS66	ISBst12
ISVch8	IS5	IS903
ISVch9	IS5	IS5
ISVei1	IS3	IS3
ISVei2	IS481	IS481
ISVei3	IS481	IS481
ISVei4	IS630	IS630
ISVei5	IS5	IS5
ISVei6	IS1182	IS1182
ISVer1	IS1595	ISNwi1
ISVer2	ISAs1	ISAs1
ISVers1	IS1595	ISSod11
ISVesp1	IS256	IS1249
ISvEsV1_1	IS4	IS4
ISVfl1	IS1595	IS1595
ISVha1	ISAs1	ISAs1
ISVha2	IS1182	IS1182
ISVha3	IS5	IS427
ISVisp1	IS3	IS3
ISVisp2	IS110	IS1111
ISVisp3	IS3	IS3
ISVisp4	IS3	IS3
ISVisp5	IS3	IS3
ISVisp6	IS110	IS1111
ISVisp7	ISNCY	IS1202
ISVme1	IS66	IS66
ISvMimi_1	IS607	IS607
ISvMimi_2	IS607	IS607
ISvNY2A_1	IS607	IS607
ISvNY2A_2	IS607	IS607
ISVpa1	IS110	IS1111
ISVpa2	IS3	IS3
ISVpa3	IS5	IS903
ISVpa4	IS3	IS150
ISvPBCV_1	IS607	IS607
ISVpe1	IS3	IS3
ISVra1	IS256	IS1249
ISVsa10	IS91	IS91
ISVsa11	IS3	IS3
ISVsa13	ISAs1	ISAs1
ISVsa14	ISAs1	ISAs1
ISVsa17	ISNCY	ISPlu15
ISVsa2	IS66	IS66
ISVsa21	IS91	IS91
ISVsa3	IS91	IS91
ISVsa4	IS6	IS6
ISVsa5	IS4	IS10
ISVsa6	IS982	IS982
ISVsa7	IS30	IS30
ISVsa8	IS630	IS630
ISVsa9	IS91	IS91
ISVsh1	ISAs1	ISAs1
ISVsp1	IS1634	IS1634
ISVsp10	IS110	IS1111
ISVsp12	IS630	IS630
ISVsp13	IS3	IS150
ISVsp14	IS4	IS231
ISVsp15	ISL3	ISL3
ISVsp16	IS1182	IS1182
ISVsp17	ISL3	ISL3
ISVsp18	ISAs1	ISAs1
ISVsp19	IS1380	IS1380
ISVsp2	IS1634	IS1634
ISVsp3	IS66	IS66
ISVsp4	IS66	IS66
ISVsp5	IS4	IS4Sa
ISVsp6	ISAs1	ISAs1
ISVsp7	ISAs1	ISAs1
ISVsp8	IS1380	IS1380
ISVsp9	IS1182	IS1182
ISVva1	IS1380	IS1380
ISVvu1	IS1	IS1
ISVvu2	IS4	IS4
ISVvu3	IS4	IS4
ISVvu4	IS481	IS481
ISVvu5	IS5	IS903
ISVvu6	IS30	IS30
ISW1	IS200/IS605	IS200
ISWch1	IS256	IS256
ISWch2	IS256	IS256
ISWco1	IS3	IS150
ISWen1	IS4	IS231
ISWen2	IS110	IS110
ISWen3	IS66	ISBst12
ISWosp2	IS4	IS50
ISWosp5	IS4	IS231
ISWosp7	IS4	IS231
ISWosp8	IS4	IS4
ISWosp9	IS4	IS231
ISWpi1	IS5	IS1031
ISWpi10	IS630	IS630
ISWpi11	IS630	IS630
ISWpi12	IS110	IS110
ISWpi13	IS110	IS110
ISWpi14	IS110	IS1111
ISWpi15	IS256	IS256
ISWpi16	IS982	IS982
ISWpi17	IS3	IS150
ISWpi18	IS4	IS4
ISWpi2	IS481	IS481
ISWpi4	IS481	IS481
ISWsu1	IS3	IS407
ISWz1	IS91	IS91
ISXa1	ISAs1	ISAs1
ISXac1	IS4	IS10
ISXac2	IS3	IS407
ISXac3	IS3	IS51
ISXac4	IS3	IS407
ISXaca1	IS4	IS10
ISXau1	IS3	IS407
ISXau2	IS3	IS51
ISXau3	IS3	IS51
ISXau4	IS66	IS66
ISXax1	IS256	IS256
ISXbo1	IS5	IS427
ISXc6	IS5	IS5
ISXc8	IS3	IS3
ISXca1	IS3	IS407
ISXca2	IS3	IS407
ISXca4	IS1595	IS1595
ISXca5	IS5	IS5
ISXcd1	IS3	IS407
ISXci1	IS21	IS21
ISXfu1	IS5	IS5
ISXfu2	IS5	IS5
ISXne1	ISKra4	ISAzba1
ISXne2	IS6	IS6
ISXne3	ISAs1	ISAs1
ISXne4	IS110	IS1111
ISXne5	IS982	IS982
ISXo1	IS5	IS5
ISXo14	IS4	IS10
ISXo15	IS701	IS701
ISXo16	IS1595	IS1595
ISXo17	IS3	IS407
ISXo18	IS3	IS407
ISXo2	IS1595	IS1595
ISXo3	IS5	IS1031
ISXo4	IS5	IS5
ISXo5	IS1595	IS1595
ISXo7	IS630	IS630
ISXo9	IS5	IS5
ISXoo13	ISL3	ISL3
ISXoo14	IS5	IS5
ISXoo4	IS5	IS5
ISXoo5	IS5	IS5
ISXoo7	IS5	IS5
ISXpo1	IS110	IS1111
ISXtr1	IS1595	IS1595
ISYal1	IS3	IS407
ISYen1	IS110	IS1111
ISYen2A	IS21	IS21
ISYen2B	IS21	IS21
ISYen3	IS3	IS407
ISYen4	IS1182	IS1182
ISYkr1	IS30	IS30
ISYpe1	IS3	IS407
ISYps1	IS6	IS6
ISYps2	IS110	IS110
ISYps7	IS1	IS1
ISYps8	IS3	IS407
ISZmo1	IS5	IS1031
KIS	ISNCY	ISNCY
MICBan1	IS4	IS231
MICBce1	IS4	IS231
MICBce2	IS4	IS231
MICBce3	IS4	IS231
MICBce4	IS4	IS231
MICBce5	IS4	IS231
MICBce6	IS4	IS231
MICBth1	IS4	IS231
MICBth3	IS4	IS231
MITEAeme1	IS4	IS4
MITEAeme2	ISAs1	ISAs1
MITEAve1	IS4	IS4
MITEBth1	IS4	IS231
MITEBth2	IS6	IS6
MITEEc1	IS630	IS630
MITEHapa1	IS5	IS5
MITEHarch1	IS5	ISH1
MITEHarch2	IS5	IS5
MITEHarch3	IS6	IS6
MITEHgi1	IS5	ISH1
MITEHgi2	IS5	ISH1
MITEHhi1	IS5	IS5
MITEHhi2	IS5	IS5
MITEHmu1	IS5	IS5
MITEHsal1	IS1595	ISH4
MITEHsal11	IS5	IS5
MITEHsal12	IS1595	ISH4
MITEHsal13	IS5	ISH1
MITEHsal14	IS5	IS5
MITEHsal15	IS200/IS605	IS200/IS605
MITEHsal16	IS200/IS605	IS200/IS605
MITEHsal2	IS5	IS5
MITEHsal3	IS5	IS5
MITEHsal4	IS200/IS605	IS200/IS605
MITEHsal5	IS66	ISBst12
MITEHsal6	IS4	ISH8
MITEHsal7	IS5	ISH1
MITEHsal8	IS200/IS605	IS200/IS605
MITEHsal9	IS200/IS605	IS1341
MITEHvo1	IS5	ISH1
MITEHvo2	IS5	ISH1
MITEHwa1	IS4	IS4
MITEHwa10	IS4	IS50
MITEHwa2	IS1595	ISH4
MITEHwa3	IS1595	ISH4
MITEHwa4	IS1595	ISH4
MITEHwa5	IS5	IS5
MITEHwa6	IS5	IS5
MITEHwa7	IS5	IS5
MITEHwa8	IS5	IS5
MITEHwa9	IS4	IS50
MITEKpn1	IS5	IS5
MITENagr1	IS5	IS5
MITENamo1	IS4	ISH8
MITENamo2	IS4	ISH8
MITENamo3	IS4	ISH8
MITENamo4	IS1595	ISH4
MITENamo5	IS5	IS5
MITENma1	IS5	ISH1
MITENpe1	IS5	ISH1
MITENpe2	IS5	IS5
MITEPlu1	ISKra4	ISAzba1
MITEPlu2	IS630	IS630
MITEPlu3	IS630	IS630
MITEPlu4	IS630	IS630
MITEPlu5	IS630	IS630
MITEPlu6	IS630	IS630
MITEPye1	IS1182	IS1182
MITEYpe1	IS630	IS630
